Id,Model,Price,Age_08_04,KM,Fuel_Type,HP,Color
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,90727,Petrol,110,Red
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,90000,Petrol,110,Red
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,60,89576,Petrol,110,Red
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,64,89145,Petrol,86,Blue
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,89000,Petrol,110,White
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,88807,Petrol,110,Red
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,88685,Petrol,110,Grey
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,88667,Petrol,110,Red
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,88480,Petrol,110,Green
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,88127,Petrol,86,Red
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,88000,Petrol,86,Blue
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,87821,Petrol,86,Grey
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,87654,Petrol,86,Green
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,86888,Petrol,110,Red
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,86871,Petrol,86,Black
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,86714,Petrol,110,Silver
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,85889,Petrol,110,Red
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,85000,Petrol,110,Silver
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,85000,Petrol,86,Black
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,84976,Petrol,110,Silver
738,?TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,84558,Petrol,110,Silver
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,84549,Petrol,110,Silver
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,84482,Petrol,110,Grey
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,83908,Petrol,110,Grey
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,83560,Petrol,86,Red
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,83000,Petrol,107,Grey
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,82723,Petrol,86,Blue
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,82421,Petrol,110,Black
746,TOYOTA Corolla 1.6 4/5-Doors,9750,58,82254,Petrol,110,Red
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,82115,Petrol,110,Red
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,82000,Petrol,86,Blue
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,81965,Petrol,86,Black
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,81250,Petrol,110,Grey
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,81192,Petrol,110,Black
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,81170,Petrol,110,Silver
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,81083,Petrol,86,Red
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,80714,Petrol,110,Black
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,80470,Petrol,110,Red
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,80439,Petrol,110,Green
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,80430,Petrol,110,Black
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,80426,Petrol,110,Green
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,80265,Petrol,86,Red
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,80153,Petrol,110,Green
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,80121,Petrol,110,Red
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,80086,Petrol,110,Red
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,80000,Petrol,110,Grey
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,80000,Petrol,86,Green
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,80000,Petrol,86,Black
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,79858,Petrol,110,Green
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,79762,Petrol,86,Grey
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,79660,Petrol,86,Green
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,79150,Petrol,110,Green
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,79000,Petrol,110,Green
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,78955,Petrol,86,Silver
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,78750,Diesel,90,Silver
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,78521,Petrol,86,Green
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,78356,Petrol,86,Silver
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,78076,Petrol,86,Grey
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,78063,Petrol,107,Green
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,77821,Petrol,110,Green
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,77695,Petrol,110,Grey
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,77500,Petrol,110,Blue
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,77457,Petrol,110,Black
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,77029,Petrol,86,Black
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,77008,Petrol,86,Violet
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,76791,Petrol,110,Grey
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,76700,Petrol,86,Red
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,76569,Petrol,86,Black
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,76162,Petrol,110,Green
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,76155,Petrol,110,Red
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,75609,Petrol,86,Silver
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,75569,Diesel,72,Green
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,75429,Petrol,110,Black
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,75000,Petrol,110,Green
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,75000,Petrol,86,Black
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,75000,Petrol,110,Blue
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,74963,Petrol,107,Blue
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,74889,Petrol,86,Black
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,74875,Petrol,110,Red
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,74747,Petrol,110,Green
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,74720,Petrol,110,Red
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,74457,Petrol,110,Green
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,74337,Petrol,86,Blue
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,74308,Petrol,110,Red
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,74193,Petrol,110,Silver
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,74179,Petrol,110,Red
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,73936,Petrol,86,Green
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,73894,Petrol,110,Black
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,73500,Petrol,110,Blue
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,73376,Petrol,110,Red
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,73300,Petrol,86,Blue
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,73172,Petrol,110,Green
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,72928,Petrol,110,Green
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,72880,Petrol,86,Black
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,72522,Petrol,110,Green
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,72000,Petrol,86,Green
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,72000,Petrol,86,Red
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,71366,Petrol,110,Black
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,71317,Petrol,110,Blue
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,71000,Petrol,110,Black
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,70954,Petrol,110,Green
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,70908,Petrol,86,Red
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,70560,Petrol,110,Blue
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,70552,Petrol,110,Grey
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,70500,Petrol,110,Blue
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,70453,Diesel,72,Red
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,70218,Petrol,110,Green
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,70116,Petrol,110,Red
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,70068,Petrol,110,Green
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,70000,Petrol,107,Silver
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,70000,Petrol,86,Blue
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,69103,Petrol,110,Red
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,69022,Petrol,86,Black
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,69000,Petrol,110,Black
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,68865,Petrol,110,Black
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,68723,Petrol,86,Red
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,68453,Petrol,110,Red
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,68238,Petrol,86,Red
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,68153,Petrol,110,Black
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,68000,Petrol,110,Red
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,68000,Petrol,86,Black
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,67762,Petrol,110,Black
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,67146,Petrol,110,Silver
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,67110,Petrol,86,Grey
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,67010,Petrol,110,Blue
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,67003,Petrol,110,Red
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,66785,Petrol,86,Blue
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,66550,Petrol,86,Red
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,66259,Petrol,110,Black
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,66082,Petrol,110,Green
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,66000,Petrol,86,Green
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,66000,Petrol,110,Red
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,65896,Petrol,110,Red
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,65785,Petrol,110,Grey
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,65513,Petrol,110,Grey
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,65463,Petrol,110,Green
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,65400,Petrol,86,Blue
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,65259,Petrol,110,Silver
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,65000,Petrol,110,Blue
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,65000,Petrol,110,Red
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,65000,Petrol,110,Red
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,64966,Petrol,86,Grey
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,64950,Petrol,110,Green
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,64914,Petrol,110,Grey
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,64797,Petrol,110,Green
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,64772,Petrol,110,Grey
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,64690,Petrol,86,Red
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,64630,Petrol,110,Silver
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,64613,Petrol,110,Red
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,64383,Petrol,86,Red
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,64000,Petrol,110,Red
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,63881,Petrol,86,Grey
870,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,63870,Diesel,72,Grey
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,63328,Petrol,86,Red
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,63000,Petrol,86,Black
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,63000,Petrol,86,Green
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,62396,Petrol,110,White
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,62377,Petrol,110,Grey
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,62316,Petrol,110,Grey
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,62292,Petrol,110,Black
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,62225,Petrol,110,Green
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,62222,Petrol,110,Green
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,62135,Petrol,86,Green
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,62024,Petrol,110,Black
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,61977,Petrol,86,Silver
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,61930,Petrol,110,Red
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,61682,Petrol,110,Blue
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,61568,Petrol,110,Silver
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,61504,Petrol,110,Green
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,61384,Petrol,110,Black
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,61343,Petrol,110,Grey
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,61254,Petrol,110,Red
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,61166,Petrol,110,Red
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,61149,Petrol,86,Black
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,61144,Petrol,110,Silver
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,61127,Petrol,110,Grey
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,61100,Petrol,86,Blue
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,61100,Petrol,110,Green
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,61000,Petrol,110,Green
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,60724,Petrol,86,Red
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,60708,Petrol,86,Grey
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,60532,Petrol,110,Red
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,60000,Petrol,86,Grey
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,60000,Petrol,86,Blue
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,60000,Petrol,86,Silver
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,59295,Petrol,86,Red
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,59264,Petrol,86,Silver
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,59000,Petrol,110,Blue
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,59000,Petrol,86,Silver
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,59000,Petrol,110,Green
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,59000,Petrol,110,Red
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,59000,Petrol,110,Grey
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,58860,Petrol,110,Grey
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,58829,Petrol,110,Blue
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,58654,Petrol,110,Grey
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,58300,Petrol,86,Green
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,58269,Petrol,110,Red
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,58136,Petrol,110,Black
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,58113,Petrol,107,Black
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,58058,Petrol,110,Black
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,58000,Petrol,110,Black
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,58000,Petrol,110,Green
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,57565,Petrol,86,Green
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,57413,Petrol,107,Red
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,57374,Petrol,110,Blue
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,57179,Petrol,110,Blue
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,57169,Petrol,110,Grey
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,57124,Petrol,110,Blue
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,57000,Petrol,110,Grey
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,57000,Petrol,110,Grey
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,57000,Petrol,86,Green
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,56259,Petrol,86,Red
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,56209,Petrol,107,Grey
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,56074,Petrol,86,Red
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,55942,Petrol,110,Green
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,55844,Petrol,86,Blue
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,55747,Petrol,86,Blue
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,55478,Petrol,86,Red
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,55085,Petrol,107,Blue
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,55061,Petrol,110,Grey
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,55000,Petrol,86,Silver
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,55000,Petrol,110,Black
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,54936,Petrol,110,Grey
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,54875,Petrol,110,Silver
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,54847,Petrol,110,Red
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,54554,Petrol,110,Black
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,54125,Petrol,110,Silver
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,54000,Petrol,110,Red
946,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,54000,Petrol,110,Black
947,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,54000,Petrol,86,Blue
948,TOYOTA Corolla 2/3-Doors,10250,57,54000,Petrol,110,Black
949,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,53285,Petrol,110,Green
950,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,53053,Petrol,110,Black
951,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,53000,Petrol,110,Green
952,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,53000,Petrol,86,Red
953,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,52968,Petrol,110,Red
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,52800,Petrol,86,Black
955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,52548,Petrol,110,Red
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,52487,Petrol,110,Beige
957,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,52383,Petrol,86,Blue
958,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,52112,Petrol,110,Grey
